0;0;0;0;land;false;unknown;0
1;136;251;138;land;true;forest;1
2;253;239;240;land;true;hills;1
3;169;221;113;land;true;plains;1
4;240;193;88;land;false;desert;1
5;189;237;173;land;false;desert;1
6;92;197;222;land;false;forest;1
7;87;219;237;land;true;urban;1
8;120;238;226;land;false;desert;1
9;178;116;211;land;false;plains;1
10;207;250;111;land;false;plains;1
11;238;197;100;land;false;forest;1
12;183;152;210;land;false;plains;1
13;221;167;251;land;false;desert;1
14;152;220;214;land;false;plains;1
15;214;92;243;land;true;plains;1
16;148;210;191;land;false;plains;1
17;195;233;223;land;false;plains;1
18;212;107;187;land;false;desert;1
19;217;229;117;land;false;forest;1
20;214;121;190;land;false;mountain;1
21;210;158;195;land;true;hills;1
22;123;235;216;land;false;desert;1
23;192;116;208;land;false;hills;1
24;243;232;238;land;false;plains;1
25;209;218;128;land;true;desert;1
26;125;231;167;land;false;plains;1
27;237;144;139;land;true;plains;1
28;185;169;213;land;false;plains;1
29;244;198;94;land;false;forest;1
30;238;254;186;land;false;plains;1
31;215;173;227;land;false;plains;1
32;235;239;62;land;false;plains;1
33;238;185;124;land;true;plains;1
34;149;245;134;land;false;hills;1
35;198;229;210;land;true;plains;1
36;200;164;176;land;true;plains;1
37;190;182;152;land;false;mountain;1
38;193;123;229;land;false;plains;1
39;200;192;135;land;false;mountain;1
40;223;185;170;land;true;plains;1
41;172;202;200;land;true;desert;1
42;187;147;238;land;false;plains;1
43;254;212;175;land;true;desert;1
44;189;205;234;land;false;plains;1
45;248;202;156;land;false;mountain;1
46;196;197;198;land;false;plains;1
47;244;236;101;land;false;plains;1
48;227;239;42;land;false;plains;1
49;231;48;243;land;true;plains;1
50;248;178;182;land;true;forest;1
51;208;140;158;land;true;plains;1
52;110;254;214;land;false;forest;1
53;121;202;241;land;false;plains;1
54;230;167;218;land;true;plains;1
55;254;174;110;land;true;plains;1
56;248;177;96;land;true;plains;1
57;135;202;194;land;false;mountain;1
58;98;212;254;land;false;plains;1
59;235;163;130;land;false;plains;1
60;206;117;196;land;false;plains;1
61;247;201;229;land;false;plains;1
62;223;115;242;land;false;plains;1
63;248;233;168;land;false;plains;1
64;248;242;98;land;false;forest;1
65;253;71;205;land;false;plains;1
66;197;217;244;land;true;desert;1
67;158;206;213;land;false;desert;1
68;240;159;218;land;false;plains;1
69;52;222;232;land;false;plains;1
70;177;151;232;land;false;plains;1
71;86;194;246;land;false;hills;1
72;133;161;242;land;false;plains;1
73;158;223;178;land;false;plains;1
74;147;216;151;land;true;plains;1
75;127;221;199;land;false;hills;1
76;224;239;107;land;false;plains;1
77;249;128;217;land;false;plains;1
78;242;211;94;land;false;mountain;1
79;84;210;220;land;false;plains;1
80;195;57;252;land;false;plains;1
81;247;125;221;land;false;forest;1
82;227;211;194;land;false;forest;1
83;219;209;154;land;false;plains;1
84;138;217;149;land;true;plains;1
85;47;245;229;land;false;plains;1
86;231;155;115;land;true;plains;1
87;165;209;234;land;true;plains;1
88;232;173;152;land;false;plains;1
89;241;220;174;land;false;plains;1
90;182;245;115;land;false;plains;1
91;183;183;215;land;true;plains;1
92;132;234;182;land;false;plains;1
93;185;98;222;land;false;plains;1
94;162;147;234;land;false;forest;1
95;227;204;181;land;false;plains;1
96;125;231;150;land;true;plains;1
97;213;113;243;land;false;plains;1
98;142;254;158;land;false;plains;1
99;212;220;160;land;false;plains;1
100;157;153;207;land;true;plains;1
101;144;161;211;land;false;plains;1
102;245;213;231;land;false;plains;1
103;207;127;177;land;false;plains;1
104;78;237;202;land;false;plains;1
105;251;218;248;land;false;plains;1
106;237;220;196;land;true;plains;1
107;224;240;229;land;false;forest;1
108;107;250;177;land;false;plains;1
109;181;186;189;land;true;plains;1
110;147;192;179;land;false;plains;1
111;184;96;247;land;false;plains;1
112;86;173;249;land;true;plains;1
113;119;231;196;land;false;plains;1
114;104;250;165;land;true;plains;1
115;209;221;118;land;true;forest;1
116;60;242;226;land;false;plains;1
117;198;152;189;land;true;plains;1
118;191;253;169;land;false;plains;1
119;238;120;186;land;false;forest;1
120;212;148;197;land;false;plains;1
121;194;141;254;land;true;plains;1
122;197;247;198;land;false;mountain;1
123;133;254;237;land;true;plains;1
124;119;251;212;land;false;forest;1
125;223;133;212;land;true;plains;1
126;152;181;208;land;false;plains;1
127;230;105;185;land;true;plains;1
128;254;249;56;land;false;forest;1
129;216;245;230;land;false;plains;1
130;238;104;251;land;false;plains;1
131;250;89;173;land;true;desert;1
132;233;230;125;land;true;plains;1
133;131;238;165;land;false;plains;1
134;233;212;143;land;true;plains;1
135;196;93;241;land;false;plains;1
136;89;247;192;land;false;plains;1
137;210;218;163;land;false;plains;1
138;218;202;116;land;true;forest;1
