1;arms_factory;2855.00;10.95;779.00;4.71;0
1;arms_factory;2844.00;10.20;751.00;2.55;0
1;arms_factory;2843.00;10.50;768.00;2.65;0
1;arms_factory;2886.00;10.95;807.00;0.49;0
1;arms_factory;2913.00;10.00;766.00;4.61;0
1;arms_factory;2933.00;10.55;823.00;5.82;0
1;industrial_complex;2821.00;10.15;724.00;2.55;0
1;industrial_complex;2918.00;10.07;801.00;5.22;0
1;industrial_complex;2816.00;10.20;787.00;1.60;0
1;industrial_complex;2861.00;10.05;825.00;4.27;0
1;industrial_complex;2751.00;10.40;720.00;1.00;0
1;industrial_complex;2744.00;10.00;708.00;3.66;0
1;air_base;2808.00;10.95;771.00;0.05;0
1;supply_node;2843.00;10.82;780.00;4.05;0
1;supply_node;2805.00;11.00;746.00;5.52;0
1;supply_node;2941.00;10.57;831.00;2.18;0
1;supply_node;2906.00;10.90;815.00;6.22;0
1;supply_node;2885.00;10.32;783.00;1.41;0
1;supply_node;2862.00;10.20;766.00;4.35;0
1;supply_node;2779.00;10.10;761.00;0.65;0
1;supply_node;2901.00;10.07;753.00;3.59;0
1;supply_node;2747.00;10.25;752.00;0.24;0
1;supply_node;2695.00;10.20;723.00;2.82;0
1;supply_node;2738.00;10.10;717.00;5.76;0
1;supply_node;2867.00;10.10;831.00;0.96;0
1;supply_node;2778.00;10.05;734.00;5.00;0
1;supply_node;2835.00;10.60;752.00;1.65;0
1;supply_node;2754.00;10.25;715.00;3.13;0
1;supply_node;2822.00;10.40;785.00;0.89;0
1;supply_node;2822.00;10.40;729.00;2.36;0
1;supply_node;2958.00;10.55;848.00;5.30;0
1;supply_node;2866.00;10.55;792.00;3.06;0
1;supply_node;2789.00;10.15;790.00;4.54;0
1;supply_node;2926.00;10.53;816.00;1.19;0
1;supply_node;2884.00;10.55;811.00;3.78;0
1;supply_node;2804.00;10.75;774.00;0.43;0
1;supply_node;2752.00;10.50;734.00;3.36;0
1;supply_node;2924.00;10.15;856.00;5.94;0
1;supply_node;2974.00;9.75;840.00;2.60;0
1;supply_node;2833.00;10.00;803.00;4.08;0
1;supply_node;2815.00;9.68;801.00;1.83;0
1;supply_node;2905.00;10.05;791.00;4.78;0
1;supply_node;2753.00;9.90;772.00;6.25;0
1;supply_node;2736.00;10.00;766.00;4.01;0
1;supply_node;2726.00;9.68;745.00;5.49;0
1;supply_node;2859.00;9.50;736.00;2.14;0
1;supply_node;2887.00;9.50;735.00;4.72;0
1;supply_node;2718.00;10.00;735.00;1.38;0
1;supply_node;2913.00;9.68;735.00;4.31;0
1;supply_node;2851.00;9.98;729.00;0.62;0
1;supply_node;2874.00;9.50;732.00;3.55;0
1;supply_node;2674.00;9.50;726.00;5.03;0
1;supply_node;2892.00;9.50;724.00;1.68;0
1;supply_node;2865.00;9.73;721.00;5.72;0
1;supply_node;2849.00;10.03;719.00;0.92;0
1;supply_node;2686.00;9.50;710.00;3.85;0
1;supply_node;2724.00;10.07;706.00;0.16;0
1;supply_node;2707.00;9.73;707.00;3.09;0
1;supply_node;2670.00;9.50;703.00;6.03;0
1;supply_node;2712.00;10.00;701.00;2.32;0
1;supply_node;2716.00;10.00;687.00;5.27;0
1;supply_node;2688.00;9.68;675.00;0.46;0
1;supply_node;2707.00;10.07;669.00;4.50;0
1;naval_base;2670.00;10.05;719.00;-1.77;8859
1;naval_base;2762.00;9.98;716.00;1.41;11013
1;naval_base;2804.00;9.50;723.00;-1.11;6425
1;naval_base;2782.00;10.00;796.00;-3.14;7611
1;naval_base;2941.00;10.00;816.00;1.50;10913
1;naval_base;2873.00;9.50;820.00;-2.23;9943
1;naval_base;2866.00;10.00;806.00;-3.07;9943
1;naval_base;2708.00;9.50;706.00;1.57;9159
1;naval_base;2852.00;9.50;726.00;-1.57;9651
1;naval_base;2783.00;9.50;723.00;-0.22;11013
1;naval_base;2881.00;9.73;749.00;-1.17;8388
1;naval_base;2832.00;9.95;805.00;-1.57;9206
1;naval_base;2740.00;9.95;767.00;-1.57;4579
1;naval_base;2774.00;9.65;782.00;-2.41;10952
1;naval_base;2914.00;10.03;829.00;-3.68;5334
1;naval_base;2885.00;9.73;769.00;0.40;8518
1;naval_base;2953.00;9.73;823.00;0.94;10913
1;naval_base;2735.00;9.68;752.00;-0.94;9814
1;naval_base;2724.00;10.00;710.00;-2.90;11001
1;naval_base;2669.00;10.00;704.00;-3.14;4307
1;naval_base;2704.00;9.50;674.00;-3.93;8375
1;naval_base;2887.00;9.73;738.00;-3.93;10978
1;naval_base;2971.00;10.07;858.00;-4.29;8894
1;naval_base;2867.00;10.00;754.00;0.12;10972
1;naval_base;2728.00;10.00;743.00;1.57;9814
1;naval_base;2932.00;9.75;859.00;1.41;10886
1;naval_base;2872.00;9.50;829.00;-0.11;9943
1;naval_base;2832.00;9.95;795.00;-3.52;9206
1;naval_base;2891.00;9.73;725.00;-3.14;6828
1;naval_base;2732.00;9.50;710.00;0.14;7543
1;naval_base;2861.00;10.00;736.00;-1.57;8388
1;naval_base;2674.00;10.00;728.00;-2.03;9145
1;naval_base;2908.00;10.00;792.00;1.57;10929
1;naval_base;2751.00;9.65;775.00;-2.36;8918
1;naval_base;2716.00;9.50;734.00;-1.57;8356
1;naval_base;2841.00;9.95;797.00;-3.14;10923
1;naval_base;2687.00;9.75;710.00;-3.14;9159
1;naval_base;2875.00;9.73;732.00;-1.57;8388
1;naval_base;2844.00;10.00;741.00;0.88;8388
1;naval_base;2710.00;9.93;700.00;-1.57;9159
1;naval_base;2865.00;9.73;721.00;-3.14;11009
1;naval_base;2915.00;9.68;735.00;1.57;9413
1;naval_base;2848.00;9.50;718.00;-1.57;9651
1;naval_base;2736.00;9.50;732.00;-1.45;11001
1;naval_base;2714.00;9.73;688.00;0.00;8375
1;naval_base;2800.00;9.50;727.00;-0.26;6425
1;naval_base;2974.00;9.50;839.00;1.57;6784
1;naval_base;2816.00;9.93;802.00;-3.14;10919
1;naval_base;2687.00;9.50;675.00;-3.93;11038
1;bunker;2890.00;10.88;807.00;0.06;0
1;bunker;2747.00;10.32;719.00;4.18;0
1;bunker;2814.00;10.80;743.00;0.56;0
1;bunker;2902.00;10.00;748.00;2.12;0
1;bunker;2851.00;10.00;748.00;6.24;0
1;bunker;2840.00;10.55;781.00;1.17;0
1;bunker;2945.00;10.25;824.00;5.29;0
1;bunker;2937.00;10.20;818.00;0.57;0
1;bunker;2866.00;10.50;772.00;3.23;0
1;bunker;2960.00;10.10;835.00;5.89;0
1;bunker;2752.00;10.00;758.00;3.73;0
